Name,Age,AnnualIncome,Debt,Savings,EducationLevel,EmploymentStatus,MaritalStatus,HouseholdSize,YearsInCurrentJob,HasChildren,HomeOwnership,Location,CreditHistory,DrivingExperience,MonthlyExpenses,EmploymentType,LoanApprovalHistory,HealthCondition,ProbabilityOfCarPurchase
Customer319,25,69952,29301,17839,High School,Unemployed,Single,2,8,1,Rent,Rural,Fair,8.461967170260323,1534.826369304654,Full-Time,Denied,Fair,0.9071174191801324
Customer320,44,52180,26116,30519,High School,Self-Employed,Single,4,10,0,Mortgage,Urban,Excellent,10.58323338167657,1166.602649073724,Part-Time,Approved,Excellent,0.6982329898131301
Customer321,44,108411,41323,5808,High School,Unemployed,Single,1,1,1,Mortgage,Urban,Poor,9.822303151107903,3442.2348372245497,Part-Time,Approved,Good,0.92618892143945
Customer322,51,31622,18752,6796,Bachelor,Employed,Single,5,7,1,Own,Suburban,Good,5.8145640436280805,3565.4416601969697,Part-Time,Denied,Fair,0.8114530304136905
Customer323,38,78756,32376,21180,PhD,Employed,Married,1,10,1,Own,Urban,Fair,10.595532876826573,3884.697015159497,Part-Time,Approved,Poor,0.8285385759270494
Customer324,47,70809,16669,43056,High School,Employed,Married,4,6,1,Rent,Rural,Excellent,1.5794344092023347,2766.096033523662,Part-Time,Approved,Fair,0.5697078505699332
Customer325,50,46725,32916,17709,PhD,Unemployed,Divorced,2,6,0,Rent,Urban,Excellent,3.504397096451724,4523.245723417489,Part-Time,Denied,Good,0.3060591982161759
Customer326,45,91396,13395,17543,Bachelor,Employed,Married,3,6,0,Rent,Urban,Good,17.845202327209982,4713.542390292025,Full-Time,Approved,Poor,0.21779911511642158
Customer327,64,81226,20421,37418,PhD,Unemployed,Married,2,6,0,Mortgage,Rural,Fair,15.281915573597042,4133.169229066202,Contract,Approved,Good,0.3272000220389292
Customer328,50,111182,26342,29075,Bachelor,Employed,Married,5,10,1,Rent,Suburban,Poor,9.034499772122654,3360.1706690368424,Full-Time,Approved,Fair,0.6284954300890621
Customer329,22,112565,4895,37755,Bachelor,Employed,Divorced,3,7,0,Mortgage,Suburban,Good,10.825856883393667,1866.7442911603491,Part-Time,Approved,Excellent,0.17265653583239893
Customer330,36,59402,11023,47968,Master,Unemployed,Single,2,3,0,Rent,Rural,Fair,8.029978833239571,4923.252147290996,Contract,Denied,Good,0.2586402366373216
Customer331,21,34263,10699,37465,Bachelor,Employed,Married,3,6,0,Own,Rural,Excellent,15.074817476052777,1733.6127523637226,Contract,Denied,Good,0.46806086279546444
Customer332,52,76828,9715,30502,Bachelor,Self-Employed,Divorced,1,3,0,Own,Suburban,Poor,15.899556405409513,1411.9561489569396,Part-Time,Approved,Excellent,0.23305009852461556
Customer333,34,77924,19169,16724,College,Unemployed,Divorced,4,7,1,Mortgage,Urban,Fair,15.502418613860023,2489.6935120396224,Part-Time,Approved,Fair,0.5886436697160616
Customer334,61,104182,16163,3828,High School,Unemployed,Divorced,2,7,1,Own,Rural,Poor,14.729622771854542,755.782568205748,Part-Time,Approved,Good,0.9231760284563298
Customer335,45,89052,5782,17087,Master,Unemployed,Single,5,8,0,Mortgage,Urban,Fair,4.885582435163121,4903.225091023059,Part-Time,Denied,Fair,0.7480893657031265
Customer336,47,41664,22641,12605,Master,Self-Employed,Married,1,2,0,Mortgage,Rural,Fair,7.421429605569097,3147.9510038739118,Part-Time,Approved,Fair,0.666426614148913
Customer337,46,65737,18792,31337,Master,Unemployed,Divorced,2,9,0,Own,Suburban,Fair,9.927063264689824,3006.284412488789,Part-Time,Approved,Fair,0.5827214759837788
Customer338,63,119563,49492,5482,College,Employed,Single,1,5,1,Mortgage,Urban,Fair,7.2850668371254566,3451.0832595487395,Contract,Denied,Excellent,0.4879479092570649
Customer339,23,59373,35585,27005,Bachelor,Employed,Divorced,5,9,1,Own,Urban,Poor,15.34386380300825,2736.60641499743,Part-Time,Approved,Fair,0.1865638596346597
Customer340,52,66397,30682,22760,High School,Employed,Divorced,2,10,1,Rent,Rural,Good,7.257716960749139,644.2858269254372,Part-Time,Denied,Fair,0.8947104554268656
Customer341,58,116145,47864,5463,PhD,Unemployed,Divorced,5,5,0,Rent,Urban,Poor,3.626409648921406,3255.4007997817853,Contract,Approved,Poor,0.24853600201283632
Customer342,54,68709,18880,46628,Bachelor,Employed,Divorced,3,7,1,Own,Rural,Fair,8.581768588917777,3722.782446303938,Full-Time,Denied,Poor,0.09130887757816075
Customer343,41,91120,38067,4912,College,Unemployed,Divorced,5,9,1,Own,Suburban,Poor,19.618374222865228,2375.370772808239,Part-Time,Approved,Poor,0.7500151792286952
Customer344,46,49250,42685,4648,Bachelor,Employed,Single,3,4,1,Own,Urban,Poor,5.291746845737942,3907.830074320368,Contract,Approved,Good,0.1756155343311664
Customer345,63,51172,18073,33623,Bachelor,Self-Employed,Married,2,2,1,Own,Rural,Poor,12.631014519921353,1521.5058470228928,Contract,Denied,Good,0.371895999541176
Customer346,48,41555,36035,35634,College,Self-Employed,Married,3,9,1,Rent,Urban,Fair,9.22648794695442,1495.7446597978283,Full-Time,Denied,Poor,0.028284928290979727
Customer347,52,117410,37174,44602,Master,Self-Employed,Married,2,2,0,Mortgage,Rural,Poor,2.349466785337206,1226.3764445940828,Part-Time,Denied,Excellent,0.13706794254044807
Customer348,50,108617,24837,49062,Master,Self-Employed,Married,2,3,0,Mortgage,Rural,Excellent,10.26965551396313,2173.9764190512283,Part-Time,Denied,Excellent,0.17320363075991208
Customer349,38,83276,17826,49334,High School,Unemployed,Single,4,10,0,Rent,Rural,Fair,14.341122244317937,4311.554159250876,Part-Time,Denied,Poor,0.05441012775017795
Customer350,49,87492,24981,3112,High School,Employed,Single,2,2,0,Mortgage,Suburban,Poor,10.751179540728556,4225.60427967079,Contract,Approved,Good,0.6566569566228452
Customer351,40,83002,10382,22054,Master,Self-Employed,Single,3,3,1,Rent,Urban,Excellent,17.57001521118504,2222.708935835767,Part-Time,Denied,Good,0.8370077958031172
Customer352,50,119599,4437,4492,PhD,Unemployed,Divorced,4,6,0,Mortgage,Suburban,Poor,6.48980331649407,3151.0343119110644,Part-Time,Denied,Excellent,0.37331540636594096
Customer353,20,102355,5435,22207,Bachelor,Self-Employed,Divorced,4,3,0,Own,Rural,Good,2.6387342547753336,3743.6734241371205,Part-Time,Denied,Fair,0.8745764767182007
Customer354,35,54762,24819,15114,PhD,Self-Employed,Divorced,2,10,0,Own,Rural,Poor,18.794746621502117,1585.4304858261034,Part-Time,Denied,Excellent,0.2133465745601265
Customer355,42,41046,36875,34285,Bachelor,Unemployed,Married,5,8,1,Own,Suburban,Poor,8.185730641036162,1256.6348865263617,Full-Time,Approved,Fair,0.3253904235612395
Customer356,59,58769,31982,16018,Master,Unemployed,Divorced,5,6,0,Rent,Suburban,Good,11.951705477619035,4874.4319694554,Full-Time,Approved,Good,0.1507369930311684
Customer357,48,83302,33328,21386,High School,Employed,Married,4,7,1,Rent,Urban,Fair,16.048059396473725,3279.007909443283,Full-Time,Approved,Good,0.6205591954189986
Customer358,20,53150,12329,17740,High School,Employed,Divorced,2,1,1,Mortgage,Rural,Good,7.161959613636031,4916.370748251487,Part-Time,Approved,Poor,0.41986959087030684
Customer359,57,98247,25169,44199,PhD,Self-Employed,Married,5,3,1,Mortgage,Suburban,Fair,14.607126225374612,2019.901942095031,Part-Time,Approved,Good,0.6132833468418987
Customer360,63,34853,21932,8210,High School,Self-Employed,Divorced,2,3,0,Mortgage,Rural,Good,3.5729581465387326,3663.6426498835917,Contract,Denied,Fair,0.7616749053941836
Customer361,41,119399,34594,44363,Master,Employed,Divorced,2,2,1,Rent,Rural,Poor,6.5345811969046,1501.7163644355696,Contract,Approved,Excellent,0.5457030160329485
Customer362,49,51792,11421,45639,PhD,Employed,Single,4,7,0,Mortgage,Urban,Poor,3.7495020865938784,1675.4007707326082,Contract,Approved,Poor,0.6276303549017879
Customer363,64,89129,45033,12743,Bachelor,Unemployed,Divorced,4,9,0,Own,Urban,Fair,16.413380609625797,2803.559545713308,Part-Time,Denied,Fair,0.9352503143943329
Customer364,39,104478,7629,42092,High School,Employed,Divorced,1,4,0,Mortgage,Urban,Fair,5.230335469308922,1938.2815647863206,Full-Time,Denied,Excellent,0.2990643096088431
Customer365,40,97298,8325,44299,College,Employed,Single,5,5,1,Own,Suburban,Excellent,14.630667552698995,1254.29703728263,Full-Time,Approved,Excellent,0.35916393863395313
Customer366,19,61987,28495,6588,High School,Self-Employed,Married,5,3,1,Rent,Rural,Excellent,18.9226695476674,1682.963158951967,Full-Time,Approved,Excellent,0.7177033617093369
Customer367,44,45850,31750,3311,Bachelor,Employed,Single,5,9,0,Own,Suburban,Poor,11.027671972308664,660.8677750963909,Part-Time,Denied,Good,0.6113055170553867
Customer368,59,42112,29619,22432,PhD,Self-Employed,Single,3,4,1,Own,Suburban,Poor,11.260554652953067,3669.90629664869,Full-Time,Approved,Excellent,0.17853290453971482
Customer369,19,54058,40461,33755,Bachelor,Employed,Married,2,5,1,Own,Urban,Excellent,9.75963779385843,2714.5249568863774,Contract,Denied,Good,0.3761473100104902
Customer370,43,75420,8264,3321,College,Unemployed,Divorced,4,1,1,Rent,Rural,Excellent,7.191912724479212,924.0937988203652,Contract,Denied,Excellent,0.46783801312471496
Customer371,34,68890,12686,15812,Master,Employed,Married,5,2,0,Rent,Rural,Fair,10.037445587573425,1272.6229690782104,Full-Time,Approved,Excellent,0.41938983796838936
Customer372,57,96017,46484,37383,High School,Employed,Divorced,1,9,1,Rent,Urban,Good,12.45334311306843,961.405421506898,Contract,Approved,Good,0.1782748083220408
Customer373,50,77304,24226,48280,PhD,Employed,Divorced,5,2,1,Rent,Rural,Fair,19.733839871242527,3256.667637241444,Full-Time,Approved,Good,0.9244300917842623
Customer374,26,62921,6721,13146,Master,Self-Employed,Married,2,5,0,Mortgage,Urban,Excellent,18.81752662704626,923.9466362562221,Full-Time,Denied,Fair,0.7623187616939758
Customer375,60,31524,20609,13654,Bachelor,Unemployed,Single,2,8,1,Rent,Suburban,Poor,17.380906207569314,3894.270498658472,Contract,Denied,Excellent,0.48135583210785227
Customer376,56,45048,7373,35820,PhD,Employed,Married,4,3,0,Own,Suburban,Excellent,17.89348017839231,592.2991369417603,Contract,Approved,Good,0.6800610283068366
Customer377,46,65111,38675,726,Master,Self-Employed,Divorced,3,6,1,Rent,Urban,Poor,9.889134482548815,1622.1910459815144,Contract,Approved,Fair,0.8972826721355218
Customer378,59,67904,48895,3760,PhD,Unemployed,Married,4,4,1,Mortgage,Suburban,Poor,13.491442216371832,4508.000041513582,Contract,Approved,Fair,0.13617414236157122
Customer379,43,84912,28937,22190,College,Self-Employed,Married,5,7,1,Mortgage,Suburban,Poor,18.006267735788068,3733.390931550107,Full-Time,Denied,Good,0.2503730507069777
Customer380,52,64008,5656,1875,College,Self-Employed,Divorced,1,10,1,Mortgage,Urban,Poor,8.46606453483571,828.3574981655947,Contract,Denied,Excellent,0.542701247256645
Customer381,42,30060,8984,23377,High School,Unemployed,Single,4,3,1,Own,Suburban,Good,19.273487088563908,4195.067470183309,Contract,Denied,Fair,0.7990103713523586
Customer382,41,104666,29984,46737,High School,Employed,Married,3,6,1,Rent,Rural,Excellent,8.899935179314477,2718.6580469309215,Part-Time,Approved,Excellent,0.03625489544152738
Customer383,30,113559,8286,4033,College,Self-Employed,Divorced,4,10,0,Rent,Suburban,Fair,12.420570642471096,4310.523622259732,Contract,Denied,Excellent,0.9840181501963605
Customer384,24,85337,5901,38211,PhD,Self-Employed,Divorced,2,9,1,Rent,Urban,Poor,14.486289552175066,3203.32898502677,Contract,Denied,Fair,0.45490660288239715
Customer385,53,43350,31552,17373,College,Employed,Married,5,10,1,Own,Rural,Poor,19.06124824844283,3568.248644147864,Full-Time,Approved,Good,0.359231140621723
Customer386,62,54354,25709,3744,High School,Employed,Single,5,1,1,Own,Rural,Fair,5.647709206993055,4970.757021780687,Full-Time,Denied,Excellent,0.29272443783977187
Customer387,37,75186,31055,24995,College,Unemployed,Married,5,3,0,Mortgage,Suburban,Fair,15.176488586534203,1545.5099566580818,Part-Time,Approved,Poor,0.17435670765087163
Customer388,18,58145,37685,16977,College,Unemployed,Single,5,2,0,Mortgage,Rural,Poor,10.895496136737561,3307.7550864262475,Contract,Denied,Good,0.7915739089300279
Customer389,25,64020,8429,32402,PhD,Unemployed,Single,5,8,0,Rent,Urban,Fair,6.1025856717921805,2571.4462552582927,Contract,Approved,Fair,0.9554141647460965
Customer390,63,116123,14716,34542,Master,Employed,Single,5,7,1,Own,Rural,Fair,15.75552995613142,677.5337881521115,Contract,Approved,Poor,0.4136447548453982
Customer391,33,105186,48563,10651,High School,Self-Employed,Single,1,2,1,Own,Suburban,Good,11.492223323303085,565.1178867628927,Contract,Denied,Excellent,0.9524206947534563
Customer392,31,115469,11138,33703,PhD,Self-Employed,Married,3,6,0,Rent,Suburban,Fair,13.55850259234384,1036.528600180364,Contract,Approved,Good,0.8237976154350342
Customer393,29,50581,35298,13395,College,Unemployed,Divorced,5,3,0,Rent,Rural,Excellent,7.13512030298012,3420.9128324234666,Contract,Denied,Poor,0.4810511274763183
Customer394,40,118929,23429,29808,College,Employed,Divorced,3,8,0,Mortgage,Urban,Excellent,10.144205084724495,3052.233895610265,Part-Time,Approved,Good,0.6740261791261327
Customer395,32,53051,5772,36576,Master,Self-Employed,Divorced,5,10,1,Mortgage,Urban,Excellent,12.729730768773274,2990.4330252367736,Contract,Approved,Excellent,0.43498417917046295
Customer396,45,81474,48244,16715,High School,Unemployed,Divorced,4,3,0,Mortgage,Suburban,Poor,8.693305471127037,643.3554313771704,Contract,Approved,Good,0.5587234082125524
Customer397,51,99626,48519,44409,High School,Self-Employed,Divorced,5,10,1,Rent,Suburban,Excellent,4.769078257106325,2611.8634836200317,Contract,Denied,Poor,0.05804633701850381
Customer398,19,36960,35732,24306,Bachelor,Self-Employed,Divorced,2,9,1,Rent,Urban,Good,19.271169353990775,4660.802680291378,Part-Time,Approved,Good,0.6962634753005331
Customer399,49,65772,39905,19086,High School,Employed,Married,1,1,1,Mortgage,Rural,Excellent,10.717883260809732,2289.16341189791,Contract,Approved,Fair,0.05282464448413671
Customer400,40,51520,17347,14376,Master,Employed,Single,4,5,0,Mortgage,Rural,Poor,14.94448703546631,3312.1511140480534,Part-Time,Denied,Fair,0.8170849469196495
Customer401,39,79481,16920,5889,Bachelor,Self-Employed,Divorced,4,3,1,Own,Rural,Good,8.809896677565105,4009.184040304146,Full-Time,Approved,Poor,0.8249469294605575
Customer402,42,66408,31822,37822,Bachelor,Unemployed,Married,2,6,0,Own,Rural,Excellent,7.74750351648861,4027.663756138494,Contract,Approved,Good,0.2370772875562146
Customer403,39,87134,46659,36636,College,Employed,Divorced,5,10,0,Mortgage,Urban,Good,8.736121670875374,2836.760370778721,Part-Time,Approved,Poor,0.32366278103580026
Customer404,39,50491,40108,20584,College,Self-Employed,Divorced,1,2,0,Mortgage,Suburban,Good,8.774736231927346,4360.783754310513,Full-Time,Approved,Good,0.4813103785582933
Customer405,59,31341,23563,49353,High School,Employed,Single,4,9,0,Own,Suburban,Poor,11.339422202897119,2261.201420136861,Part-Time,Denied,Excellent,0.5966629069324815
Customer406,23,74623,7967,34610,Bachelor,Employed,Single,1,6,1,Mortgage,Rural,Poor,11.3259275296459,4499.1194665315925,Part-Time,Approved,Fair,0.2873536617419967
Customer407,32,30338,45183,10058,College,Employed,Single,4,7,1,Own,Urban,Good,10.445922501774561,1581.022248779954,Full-Time,Approved,Excellent,0.592486404631925
Customer408,60,101431,11871,9101,Master,Self-Employed,Divorced,5,5,1,Own,Urban,Excellent,3.5609299134313237,1760.9738314575698,Contract,Denied,Good,0.29778707322929887
Customer409,54,42254,28763,12497,College,Unemployed,Divorced,4,9,1,Own,Rural,Poor,10.425434091510091,739.042808895505,Contract,Approved,Excellent,0.05549072107106068
Customer410,50,81860,11916,4658,College,Unemployed,Divorced,4,1,0,Rent,Rural,Good,4.212974107992379,4080.118264440273,Part-Time,Approved,Poor,0.0025275498319089484
Customer411,25,41344,8734,11381,Bachelor,Unemployed,Single,3,5,0,Rent,Rural,Fair,3.396579939619538,2376.748563047175,Full-Time,Denied,Poor,0.1011510579184286
Customer412,61,31750,33613,40312,Bachelor,Employed,Married,5,10,0,Mortgage,Suburban,Fair,18.720268629482188,1531.0247626012956,Contract,Denied,Good,0.7922507001640182
Customer413,61,84756,28179,40486,PhD,Self-Employed,Divorced,2,6,0,Own,Rural,Poor,12.494050249806381,1543.0562492746085,Part-Time,Denied,Fair,0.9614313123833371
Customer414,22,97957,35262,46619,Master,Employed,Divorced,2,7,1,Rent,Suburban,Excellent,13.530311104367101,4556.299735531549,Full-Time,Denied,Poor,0.42696619928121926
Customer415,56,88053,12677,17154,Bachelor,Unemployed,Divorced,5,4,0,Mortgage,Urban,Fair,8.634079736333913,4252.624702074666,Part-Time,Approved,Fair,0.5126839534499428
Customer416,21,100855,18268,19539,High School,Unemployed,Married,2,1,1,Mortgage,Urban,Fair,18.27063694638242,2990.888984107325,Full-Time,Denied,Good,0.14684816907342613
Customer417,23,45896,12330,11777,Master,Self-Employed,Divorced,5,8,0,Mortgage,Suburban,Fair,13.120679302013643,3272.498601870745,Contract,Approved,Fair,0.551031352680157
Customer418,62,85761,20733,34396,Master,Employed,Married,2,10,0,Mortgage,Suburban,Excellent,15.614227520948162,2634.4650674763097,Contract,Denied,Good,0.14465490200697684
Customer419,49,92552,37947,30373,Bachelor,Unemployed,Divorced,3,4,0,Mortgage,Suburban,Excellent,8.002686911526563,2262.4994429546396,Part-Time,Approved,Excellent,0.6112143311988301
Customer420,47,107454,27286,33154,Master,Self-Employed,Married,2,3,0,Own,Suburban,Poor,19.240225735563385,4619.645965482492,Contract,Denied,Good,0.9332586675808539
Customer421,64,57935,6610,6031,Bachelor,Employed,Divorced,4,7,1,Mortgage,Rural,Poor,16.588764513007987,1065.2571658413594,Contract,Denied,Excellent,0.1956985393030396
Customer422,52,67641,6430,27997,College,Employed,Single,5,2,1,Own,Urban,Fair,17.22502079727633,2383.0105537230256,Full-Time,Approved,Good,0.764563718057102
Customer423,57,59711,39922,6439,PhD,Unemployed,Single,1,8,1,Rent,Rural,Excellent,4.271691081089331,2050.528585945439,Contract,Denied,Poor,0.023502422818324042
Customer424,33,100342,13828,22785,College,Unemployed,Single,1,6,1,Mortgage,Suburban,Good,6.148300949553171,2741.678241130168,Full-Time,Denied,Poor,0.375497241321621
Customer425,30,42182,42913,13392,Bachelor,Employed,Single,5,7,0,Rent,Rural,Fair,6.426905393987965,2559.343435453288,Full-Time,Denied,Fair,0.11074850783050905
Customer426,59,117833,31497,28669,Bachelor,Employed,Divorced,3,5,0,Own,Rural,Poor,6.1472752416905525,2835.0028924298663,Part-Time,Approved,Good,0.35247544159569943
Customer427,47,86276,39256,28939,College,Unemployed,Single,2,9,1,Own,Urban,Excellent,17.25275507998147,1129.6353975214734,Full-Time,Denied,Good,0.1735369196388835
Customer428,36,49541,36618,2282,High School,Employed,Married,3,5,1,Rent,Rural,Poor,1.60581110896325,2809.136756809747,Contract,Denied,Good,0.3733049901228874
Customer429,34,112310,49841,34624,High School,Unemployed,Single,1,5,0,Mortgage,Urban,Poor,2.4458997906347117,1590.884662492449,Full-Time,Approved,Fair,0.41752280610753034
Customer430,36,74813,46332,48438,High School,Employed,Single,5,3,0,Mortgage,Suburban,Excellent,6.204382541968171,1329.4910704468607,Full-Time,Approved,Poor,0.3005911227809184
Customer431,45,67198,26526,24364,Bachelor,Unemployed,Single,5,1,1,Rent,Rural,Fair,4.797586518339429,791.7539845378606,Part-Time,Denied,Good,0.6566219494731291
Customer432,43,38820,30158,1998,Master,Self-Employed,Divorced,3,2,1,Rent,Suburban,Excellent,5.405332663774119,3931.936514402634,Contract,Approved,Fair,0.9188520512589097
Customer433,54,54070,25032,31705,Bachelor,Unemployed,Single,3,8,1,Rent,Urban,Fair,16.160920595812698,2423.48864385452,Contract,Approved,Good,0.40059537410527235
Customer434,43,99768,37846,38244,Master,Unemployed,Married,2,1,0,Mortgage,Suburban,Poor,11.699405283948892,3319.8965749029126,Contract,Approved,Excellent,0.19234315647502143
Customer435,40,41122,44936,9428,College,Self-Employed,Single,4,7,1,Mortgage,Suburban,Excellent,1.1096425645663919,3774.170044871345,Full-Time,Denied,Good,0.27072275819598335
Customer436,26,110559,29794,37437,PhD,Employed,Single,4,5,1,Mortgage,Urban,Good,9.15713254837971,3556.924993910991,Contract,Denied,Excellent,0.854000823496369
Customer437,29,103543,5448,12336,Master,Self-Employed,Single,2,3,1,Rent,Suburban,Fair,8.74981361015682,2617.2532359035704,Contract,Approved,Fair,0.5716397232701479
Customer438,18,113441,28861,9342,High School,Unemployed,Married,4,7,1,Mortgage,Suburban,Good,3.1649601194463273,2245.5433802827843,Full-Time,Denied,Fair,0.4550110323069573
Customer439,18,71786,28141,39832,Bachelor,Employed,Single,1,9,1,Own,Suburban,Fair,13.846693983427686,2191.8195933829866,Part-Time,Approved,Poor,0.1496367215089267
Customer440,64,36737,9074,7446,College,Self-Employed,Married,4,2,0,Rent,Rural,Excellent,14.339846579210331,3380.2195861852533,Part-Time,Denied,Good,0.44972730832378194
Customer441,51,66062,6406,38392,High School,Employed,Married,2,8,1,Mortgage,Suburban,Good,14.696971161989856,2726.57459723843,Full-Time,Approved,Fair,0.27849200335738666
Customer442,49,84237,31823,7461,College,Employed,Single,4,9,0,Rent,Urban,Excellent,14.84094796561325,4321.0951159482975,Part-Time,Denied,Poor,0.9431631278533492
Customer443,42,81571,23291,34587,PhD,Self-Employed,Married,5,3,1,Own,Rural,Fair,1.0010037117136392,4436.158929470204,Part-Time,Approved,Good,0.8840701094157313
Customer444,57,55510,41568,10516,Bachelor,Employed,Divorced,3,2,1,Own,Rural,Fair,19.12449527308772,1267.5217010293331,Part-Time,Denied,Fair,0.08390254182819801
Customer445,62,49426,32003,13749,Bachelor,Self-Employed,Single,1,7,1,Rent,Urban,Fair,16.469966574038597,1113.0514319557653,Contract,Denied,Excellent,0.5166534892612429
Customer446,18,67265,46851,17514,PhD,Unemployed,Single,5,5,0,Rent,Suburban,Fair,18.17565223519642,3336.8041671619976,Part-Time,Approved,Fair,0.22505834551467208
Customer447,33,47850,34406,35426,Bachelor,Employed,Married,5,5,0,Own,Rural,Poor,1.2972226108412486,1855.5158662802573,Contract,Denied,Excellent,0.4107770895242906
Customer448,56,96150,23312,36268,Master,Unemployed,Married,2,10,0,Rent,Rural,Fair,18.74331711992905,583.5682344429449,Part-Time,Denied,Poor,0.8768479982514564
Customer449,22,117312,43108,24950,College,Unemployed,Single,3,5,1,Own,Rural,Good,16.385982045073987,4498.892012133298,Contract,Denied,Poor,0.5275145198885448
Customer450,39,119613,1382,34888,High School,Employed,Divorced,3,4,1,Own,Suburban,Fair,16.907163716215273,1521.053452597137,Full-Time,Denied,Good,0.33421529337075984
Customer451,46,104910,34171,36788,PhD,Self-Employed,Married,1,5,0,Mortgage,Rural,Excellent,2.7724603097174016,4681.762932586141,Full-Time,Denied,Good,0.20788835410499706
Customer452,20,82375,41779,10213,Master,Employed,Married,2,4,0,Rent,Urban,Poor,15.036782549453356,3728.455028952141,Part-Time,Denied,Good,0.8003248594064892
Customer453,29,65435,3292,36027,High School,Unemployed,Divorced,1,6,1,Rent,Suburban,Good,19.23841710319973,3931.9407046016795,Contract,Denied,Poor,0.6245180153643471
Customer454,43,87132,41779,28011,High School,Unemployed,Divorced,4,4,0,Mortgage,Urban,Poor,13.892399486945052,1406.5767310692218,Full-Time,Denied,Excellent,0.4680654604262312
Customer455,33,108945,33187,42849,PhD,Self-Employed,Single,5,2,1,Own,Urban,Poor,11.840666687867524,1553.8749152756582,Full-Time,Approved,Good,0.21748435386297804
Customer456,54,112050,12411,34591,Master,Employed,Divorced,1,9,0,Rent,Rural,Poor,18.966963877230942,2845.704892208296,Full-Time,Denied,Good,0.3342463741571313
Customer457,39,32983,37285,17858,High School,Unemployed,Single,5,2,0,Mortgage,Rural,Excellent,9.415805312954284,1274.4493369243796,Full-Time,Approved,Poor,0.9598434267385185
Customer458,46,50662,15422,18626,High School,Unemployed,Divorced,2,9,0,Mortgage,Rural,Poor,12.386577759899096,1874.4426170736451,Part-Time,Denied,Excellent,0.5200899376058343
Customer459,31,53510,42468,13467,Master,Unemployed,Married,4,10,1,Rent,Urban,Poor,10.050427576392957,1946.5811507651201,Contract,Approved,Fair,0.40069928124325294
Customer460,45,108187,32371,39758,Bachelor,Self-Employed,Single,2,6,1,Mortgage,Suburban,Fair,18.724078205845682,1218.3346996374385,Full-Time,Denied,Good,0.5214220423483239
Customer461,22,70998,5693,3134,High School,Unemployed,Single,4,9,0,Own,Rural,Excellent,2.445609808544638,1423.3227502782233,Part-Time,Approved,Fair,0.7789885058996087
Customer462,64,86846,33535,16743,College,Unemployed,Single,4,9,1,Mortgage,Rural,Good,10.521274315681616,4048.4832890371545,Full-Time,Approved,Fair,0.3401089365028688
Customer463,47,36640,14818,15434,Master,Employed,Divorced,5,3,1,Own,Urban,Good,14.052096386323328,1252.3813454627077,Full-Time,Denied,Good,0.17870612093260885
Customer464,63,74547,31238,47775,High School,Employed,Married,2,1,1,Own,Suburban,Good,16.046224230022503,628.0582632976511,Full-Time,Approved,Poor,0.5849361183390478
Customer465,22,84620,30874,10233,PhD,Unemployed,Single,2,1,1,Rent,Urban,Excellent,12.077354301438591,3332.097241830223,Full-Time,Denied,Good,0.6652041034810672
Customer466,29,45317,26715,49146,College,Unemployed,Single,1,3,0,Mortgage,Rural,Good,18.269437138307627,4891.924037266025,Part-Time,Denied,Excellent,0.7127180029585496
Customer467,33,37564,27605,1141,High School,Employed,Single,2,5,1,Own,Urban,Excellent,18.897837490793563,1990.4621658040462,Contract,Approved,Excellent,0.8819875907661296
Customer468,43,57345,34317,18019,College,Self-Employed,Single,1,3,1,Own,Rural,Fair,2.222065240678087,1033.9506643831353,Part-Time,Denied,Good,0.37117412068911304
Customer469,43,109273,31174,20384,College,Self-Employed,Married,3,9,0,Mortgage,Suburban,Fair,8.645040251286112,3066.7429641538884,Part-Time,Approved,Fair,0.0753548962288918
Customer470,38,104859,9956,42903,Bachelor,Self-Employed,Divorced,3,9,1,Own,Urban,Excellent,1.4457214127019342,4578.593949930408,Part-Time,Approved,Excellent,0.9583485836309422
Customer471,56,110765,38908,45734,College,Self-Employed,Married,3,3,1,Mortgage,Rural,Good,7.258916490114416,4028.2780092281546,Full-Time,Denied,Excellent,0.4350119274374752
Customer472,53,104038,10837,36129,Bachelor,Self-Employed,Single,2,3,1,Rent,Rural,Excellent,11.200496141441441,3301.321407857222,Contract,Denied,Good,0.6232575096731313
Customer473,50,82393,3716,22967,Master,Self-Employed,Married,2,5,0,Own,Rural,Excellent,18.30510367968903,1917.754234734197,Full-Time,Denied,Good,0.6663053231282923
Customer474,47,96081,4481,40603,Bachelor,Self-Employed,Single,1,2,0,Own,Rural,Poor,17.084532126842653,2938.46077974299,Part-Time,Denied,Poor,0.5465137087012035
Customer475,54,59430,24282,11172,PhD,Self-Employed,Divorced,4,6,1,Mortgage,Urban,Excellent,3.4224948067677285,910.6017858691491,Full-Time,Denied,Good,0.2052575297362701
Customer476,40,105532,6548,16390,High School,Employed,Divorced,1,7,1,Mortgage,Rural,Poor,2.7675771200770183,3555.2544092630146,Contract,Approved,Good,0.7551430501161415
Customer477,27,57788,37605,3267,Master,Self-Employed,Divorced,3,9,0,Mortgage,Urban,Fair,12.196079436376674,3762.932085039429,Contract,Approved,Excellent,0.8037519743040816
Customer478,22,78543,7758,39332,Master,Self-Employed,Single,1,6,0,Mortgage,Rural,Poor,11.11024147671687,4842.642303094634,Full-Time,Denied,Excellent,0.5529755860174398
